"row_id","source","lat_deg","lon_deg","report_date","status_id","water_source_clean","water_source_category","water_tech_clean","_water_tech_category","facility_type","clean_country_name","clean_adm1","clean_adm2","clean_adm3","clean_adm4","install_year","installer","rehab_year","rehabilitator","management_clean","status_clean","pay","fecal_coliform_presence","fecal_coliform_value","subjective_quality","activity_id","scheme_id","wpdx_id","notes","orig_lnk","photo_lnk","country_id","data_lnk","distance_to_primary","distance_to_secondary","distance_to_tertiary","distance_to_city","distance_to_town","water_point_history","rehab_priority","served_population","local_population","crucialness","pressure","usage_cap","is_urban","days_since_report","staleness_score","is_latest","location_id","cluster_size","clean_country_id","country_name","water_source","water_tech","status","adm2","adm3","management","adm1","new_georeferenced_column_","lat_deg_original","lat_lon_deg","lon_deg_original","public_data_source","converted","count","created_timestamp","updated"
"219792","Federal Ministry of Water Resources, Nigeria","4.9337199","8.3123636","2015-08-22T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Cross River","Calabar",,,"2010",,,,"Other","Functional","No",,,"Acceptable quality",,,"6FPCW8M6+FWQ","Idang Secndary Shool",,"https://akvoflow-55.s3.amazonaws.com/images/a8c26c1f-28a0-426a-8986-6d81da71924f.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","4187.087696138166","229.7843455792736","130.59887659760332","5781.5113385099785","15372.226537985207","{""2015-08-22"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/a8c26c1f-28a0-426a-8986-6d81da71924f.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"1482","7366","0.20119467825142548","1.482","1000","True","2586","44.25767792588884","true","266828","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Calabar South",,"Other","Cross River","POINT (8.3123636 4.9337199)",,"(4.9337199°, 8.3123636°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"47462","Federal Ministry of Water Resources, Nigeria","4.8527017","6.6433233","2015-02-18T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Rivers","Abua/Odual",,,"2014",,,,"Private Operator/Delegated Management","Functional","No",,,"Acceptable quality",,,"6FP8VJ3V+38P","Okana Community",,"https://akvoflow-55.s3.amazonaws.com/images/2a387945-5fdf-4b6a-bb61-b7d6822c8b9c.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","17423.332334949806","18343.873645210035","279.4988843329462","41842.23214295077","449.85685449477137","{""2015-02-18"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/2a387945-5fdf-4b6a-bb61-b7d6822c8b9c.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"1481","28243","0.052437772191339445","1.481","1000","True","2771","41.75062528805553","true","219101","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Abua/Odual",,"Private Operator/Delegated Management","Rivers","POINT (6.6433233 4.8527017)",,"(4.8527017°, 6.6433233°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"32107","Federal Ministry of Water Resources, Nigeria","4.6385917","7.5970033","2015-01-29T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Ikot Abasi",,,"2009",,,,"Health Care Facility","Functional but needs repair","No",,,"Acceptable quality",,,"6FP9JHQW+CRJ","Ekpenenin",,"https://akvoflow-55.s3.amazonaws.com/images/42804ba4-1ee1-4c9f-88d7-5308500c5817.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","4280.072864334704","7945.202437152695","4678.916454633813","56718.92571653834","8904.184234896993","{""2015-01-29"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/42804ba4-1ee1-4c9f-88d7-5308500c5817.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"6283","16452","0.38189885728178946","6.283","1000","False","2791","41.48824625223707","true","210377","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional and in use but in bad shape Dry/low-yielding","Ikot Abasi",,"Institutional Management - Health Care Facility","Akwa Ibom","POINT (7.5970033 4.6385917)",,"(4.6385917°, 7.5970033°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"31977","Federal Ministry of Water Resources, Nigeria","4.80311","7.9243717","2015-01-15T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Nigeria","Akwa Ibom","Nsit Ibom",,,"2008",,,,"Community Management","Functional","No",,,"No because of Colour",,,"6FP9RW3F+6PX","IKOT OBIO NDUA",,"https://akvoflow-55.s3.amazonaws.com/images/2f630758-5354-4659-92c4-7038faee81da.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","4088.310146070704","4781.5761882025745","1837.8190120851725","25338.31627159198","17906.070370810623","{""2015-01-15"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/2f630758-5354-4659-92c4-7038faee81da.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"2404","3178","0.7564505978602895","8.013333333333334","300","False","2805","41.305562642663304","true","195246","1","NGA","Nigeria","Improved Tube well or borehole","Hand pump","Functional (and in use)","Nsit Ubium",,"Community Management","Akwa Ibom","POINT (7.9243717 4.80311)",,"(4.80311°, 7.9243717°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"32369","Federal Ministry of Water Resources, Nigeria","4.8549946","7.899422","2015-02-26T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Nsit Ibom",,,,,,,"Direct Government Operation","Functional","No",,,"Acceptable quality",,,"6FP9VV3X+XQV","Ikot Nya",,"https://akvoflow-55.s3.amazonaws.com/images/e38d3bca-58c6-4825-8038-c3ece998599b.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","1070.7069077655676","5440.915175288133","171.73383232522565","19801.677467979756","23759.505104076135","{""2015-02-26"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/e38d3bca-58c6-4825-8038-c3ece998599b.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"3165","6102","0.5186823992133727","3.165","1000","False","2763","41.85604092905651","true","220644","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Nsit Ibom",,"Direct Government Operation","Akwa Ibom","POINT (7.899422 4.8549946)",,"(4.8549946°, 7.899422°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"33827","Federal Ministry of Water Resources, Nigeria","4.844702","8.1293247","2015-02-28T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Okobo",,,"2008",,,,"Other","Functional","No",,,"Acceptable quality",,,"6FPCR4VH+VPP","Okopedi",,"https://akvoflow-55.s3.amazonaws.com/images/bf226935-b65f-4c35-9125-aeb8fb8f58c2.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","19949.47364113137","23.817616900903","1268.8595244713579","27476.038777899365","12316.260938137097","{""2015-02-28"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/bf226935-b65f-4c35-9125-aeb8fb8f58c2.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"1181","3126","0.3777991042866283","1.181","1000","True","2761","41.8824364009997","true","221503","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Okobo",,"Other","Akwa Ibom","POINT (8.1293247 4.844702)",,"(4.844702°, 8.1293247°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"15248","Federal Ministry of Water Resources, Nigeria","5.484124","6.9238649","2015-02-14T00:00:00.000","Yes","Borehole","Well","Hand Pump","Hand Pump","Improved","Nigeria","Imo","Owerri West",,,,,,,"Community Management","Functional","No",,,"Acceptable quality",,,"6FQ8FWMF+JGX","UBORJI",,"https://akvoflow-55.s3.amazonaws.com/images/01f3671c-441c-4b71-86ba-642c910c956e.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","8243.23651122999","9891.882789044925","3499.2689312829284","12241.992277193396","4998.6038880977285","{""2015-02-14"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/01f3671c-441c-4b71-86ba-642c910c956e.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Hand Pump""}}",,"406","1165","0.3484978540772532","1.3533333333333333","300","False","2775","41.69801706900479","true","218452","1","NGA","Nigeria","Improved Tube well or borehole","Hand pump","Functional (and in use)","Owerri West",,"Community Management","Imo","POINT (6.9238649 5.484124)",,"(5.484124°, 6.9238649°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"32098","Federal Ministry of Water Resources, Nigeria","4.6577033","8.124275","2015-01-25T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Esit Eket",,,"2013",,,,,"Functional","No",,,"Acceptable quality",,,"6FPCM45F+3PJ","ETEBI IDUNG ASSAN",,"https://akvoflow-55.s3.amazonaws.com/images/4fe6194c-3b11-4b79-860f-e12ba984427f.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","21865.364539853304","31.37043968990529","437.688949566513","42729.37797454214","21607.90754292118","{""2015-01-25"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/4fe6194c-3b11-4b79-860f-e12ba984427f.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"3200","11395","0.2808249232119351","3.2","1000","False","2795","41.4359686460501","true","207365","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional and in use but in bad shape PIPE BREAKAGE","Obot Akara",,,"Akwa Ibom","POINT (8.124275 4.6577033)",,"(4.6577033°, 8.124275°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"15146","Federal Ministry of Water Resources, Nigeria","5.4614733","6.9073813","2015-02-14T00:00:00.000","Yes","Protected Spring","Spring","Hand Pump","Hand Pump","Improved","Nigeria","Imo","Owerri West",,,"2009",,,,"Community Management","Functional","No",,,"Acceptable quality",,,"6FQ8FW64+HXJ","Umuerim Obogwe",,"https://akvoflow-55.s3.amazonaws.com/images/bf36a9f0-606b-4878-bb6d-21e1d9d75ba5.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","8216.795707891619","9107.81479723909","466.38739087736747","14396.464811069203","6527.258208657037","{""2015-02-14"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/bf36a9f0-606b-4878-bb6d-21e1d9d75ba5.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Spring"", ""water_tech_clean"": ""Hand Pump""}}",,"338","2560","0.13203125","1.1266666666666667","300","False","2775","41.69801706900479","true","218448","1","NGA","Nigeria","Improved Protected spring","Hand pump","Functional (and in use)","Ohaji/Egbema",,"Community Management","Imo","POINT (6.9073813 5.4614733)",,"(5.4614733°, 6.9073813°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"31835","Federal Ministry of Water Resources, Nigeria","4.8786641","7.8900117","2015-02-27T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Nsit Ibom",,,"2010",,,,"Direct Government Operation","Functional","No",,,"Acceptable quality",,,"6FP9VVHR+F26","Afaha Abia",,"https://akvoflow-55.s3.amazonaws.com/images/66daac26-929a-4edc-9cd7-c08394fad8e1.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","1461.0585292616147","6246.070965845197","19.506209547634867","17415.85527998173","26479.87479849484","{""2015-02-27"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/66daac26-929a-4edc-9cd7-c08394fad8e1.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"1494","3421","0.43671441099093833","1.494","1000","False","2762","41.86923658497788","true","221028","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Nsit Ibom",,"Direct Government Operation","Akwa Ibom","POINT (7.8900117 4.8786641)",,"(4.8786641°, 7.8900117°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"48135","Federal Ministry of Water Resources, Nigeria","4.7338587","6.8618141","2015-01-27T00:00:00.000","Yes","Protected Shallow Well","Well",,,"Improved","Nigeria","Rivers","Asari-Toru",,,"1983",,,,"Other","Functional","No",,,"Acceptable quality",,,"6FP8PVM6+GPW","Cotterell polo, Buguma",,"https://akvoflow-55.s3.amazonaws.com/images/0e579244-7ed4-4246-af6d-5cfdcc5f45c9.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","16010.65594540634","15737.682848224422","212.42877762317167","17818.22181853084","183.10549646377743","{""2015-01-27"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/0e579244-7ed4-4246-af6d-5cfdcc5f45c9.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Shallow Well""}}",,"3151","82577","0.03815832495731257","10.503333333333334","300","True","2793","41.46209920984827","true","208716","1","NGA","Nigeria","Improved Protected dug well","underground, having a fountain that produces water all year round","Functional (and in use)","Asari-Toru",,"Other","Rivers","POINT (6.8618141 4.7338587)",,"(4.7338587°, 6.8618141°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"33356","Federal Ministry of Water Resources, Nigeria","5.0115483","7.8717633","2015-01-07T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Uyo",,,"2014",,,,"Community Management","Functional","No",,,"Acceptable quality",,,"6FQ92V6C+JP6","OBIO OFFOT",,"https://akvoflow-55.s3.amazonaws.com/images/505bcf2b-c1c9-4157-9f7f-6e6d35c7960d.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","1984.3224024579276","1336.4200982326022","497.5489626067712","6310.179742321257","23784.215361647064","{""2015-01-07"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/505bcf2b-c1c9-4157-9f7f-6e6d35c7960d.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"12718","14604","0.8708572993700356","12.718","1000","False","2813","41.20153339703393","true","187097","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Uyo",,"Community Management","Akwa Ibom","POINT (7.8717633 5.0115483)",,"(5.0115483°, 7.8717633°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"33233","Federal Ministry of Water Resources, Nigeria","4.893105","7.8849883","2015-01-24T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Nsit Ibom",,,"2007",,,,"Community Management","Functional","Yes Point of collection",,,"Acceptable quality",,,"6FP9VVVM+6XX","IKOT IDEM NSIT",,"https://akvoflow-55.s3.amazonaws.com/images/91b6eb08-c1ee-47a6-a2a8-172db03ea0df.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","3121.067617799771","5763.111536854151","701.9230344421317","16007.135501002384","28137.62328929873","{""2015-01-24"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/91b6eb08-c1ee-47a6-a2a8-172db03ea0df.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"3328","3328","1.0","3.328","1000","False","2796","41.42290954037684","true","206758","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Nsit Ibom",,"Community Management","Akwa Ibom","POINT (7.8849883 4.893105)",,"(4.893105°, 7.8849883°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"47458","Federal Ministry of Water Resources, Nigeria","4.79373","6.9929517","2015-02-03T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Rivers","Port Harcourt",,,"2011",,,,"Community Management","Functional","No",,,"Acceptable quality",,,"6FP8QXVV+F5W","Gilbert Amadi street",,"https://akvoflow-55.s3.amazonaws.com/images/f8407ce1-c85e-4ad1-bacf-cc97aad6338e.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","195.84850415884463","545.4872808060583","180.9247470922226","4070.4377804242094","9391.746400723116","{""2015-02-03"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/f8407ce1-c85e-4ad1-bacf-cc97aad6338e.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"16","3361","0.0047604879500148765","0.016","1000","True","2786","41.553686020255455","true","213027","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Port-Harcourt",,"Community Management","Rivers","POINT (6.9929517 4.79373)",,"(4.79373°, 6.9929517°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"32689","Federal Ministry of Water Resources, Nigeria","4.7664809","7.9301179","2015-02-28T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Nsit Ubium",,,"2012",,,,"Direct Government Operation","Functional","No",,,"Acceptable quality",,,"6FP9QW8J+H2X","Ikot Imo",,"https://akvoflow-55.s3.amazonaws.com/images/a3cf2dd3-8a2d-4270-b70a-a3b1a5b520c4.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","3310.125029055352","4882.196494575067","168.63787203287842","29394.73156297567","13888.990271958432","{""2015-02-28"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/a3cf2dd3-8a2d-4270-b70a-a3b1a5b520c4.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"563","2454","0.22942135289323554","0.563","1000","False","2761","41.8824364009997","true","221433","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Nsit Ubium",,"Direct Government Operation","Akwa Ibom","POINT (7.9301179 4.7664809)",,"(4.7664809°, 7.9301179°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"47640","Federal Ministry of Water Resources, Nigeria","4.8995362","6.9269084","2015-03-12T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Rivers","Ikwerre",,,,,,,"Direct Government Operation","Functional","No",,,"Acceptable quality",,,"6FP8VWXG+RQ7","UPTH CS&T BUILDING",,"https://akvoflow-55.s3.amazonaws.com/images/bb865890-744a-4f7f-a8a9-d4b2c4f2af3b.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","1327.0414532667096","2219.7402772574915","1579.8175374834802","17795.972127212954","7514.834592649369","{""2015-03-12"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/bb865890-744a-4f7f-a8a9-d4b2c4f2af3b.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"317","2674","0.11854899027673897","0.317","1000","False","2749","42.04115915890697","true","222350","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Tai",,"Direct Government Operation","Rivers","POINT (6.9269084 4.8995362)",,"(4.8995362°, 6.9269084°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"14893","Federal Ministry of Water Resources, Nigeria","5.3390135","6.9279697","2015-01-25T00:00:00.000","Yes","Protected Spring","Spring","Hand Pump","Hand Pump","Improved","Nigeria","Imo","Ohaji/Egbema",,,"1985",,,,"Direct Government Operation","Functional","No",,,"Acceptable quality",,,"6FQ88WQH+J55","Abakuru",,"https://akvoflow-55.s3.amazonaws.com/images/11adcbba-5320-45b3-9a74-f081e36e454d.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","2268.9645843928824","7715.743123353455","2610.5071234731527","20406.009730807447","14853.635483377368","{""2015-01-25"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/11adcbba-5320-45b3-9a74-f081e36e454d.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Protected Spring"", ""water_tech_clean"": ""Hand Pump""}}",,"1907","3888","0.4904835390946502","6.3566666666666665","300","False","2795","41.4359686460501","true","207278","1","NGA","Nigeria","Improved Protected spring","Hand pump","Functional (and in use)","Ohaji/Egbema",,"Direct Government Operation","Imo","POINT (6.9279697 5.3390135)",,"(5.3390135°, 6.9279697°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"33879","Federal Ministry of Water Resources, Nigeria","4.66016","7.7781767","2015-01-29T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Akwa Ibom","Mkpat Enin",,,"2009",,,,"Direct Government Operation","Functional","No",,,"Acceptable quality",,,"6FP9MQ6H+377","UKAM",,"https://akvoflow-55.s3.amazonaws.com/images/bfe018f8-26c7-4369-9194-c68ae53bcfe5.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","3576.283031310318","8903.52831205671","374.88267301408456","44243.407935833864","15976.133196205421","{""2015-01-29"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/bfe018f8-26c7-4369-9194-c68ae53bcfe5.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"4337","5844","0.7421286789869952","4.337","1000","False","2791","41.48824625223707","true","210415","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Mkpat Enin",,"Direct Government Operation","Akwa Ibom","POINT (7.7781767 4.66016)",,"(4.66016°, 7.7781767°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
"221720","Federal Ministry of Water Resources, Nigeria","5.4539233","5.86949","2015-10-27T00:00:00.000","Yes","Borehole","Well","Mechanized Pump","Mechanized Pump","Improved","Nigeria","Delta","Udu",,,"2015",,,,,"Functional","No",,,"Acceptable quality",,,"6FQ7FV39+HQ9","otor udu",,"https://akvoflow-55.s3.amazonaws.com/images/30846d3b-a30a-4d19-b2ff-b736866c3c0f.jpg","NG","https://catalog.waterpointdata.org/datasets/federal-ministry-of-water-resources-nigeria-5efb3667","11007.427270238311","13.514961636426733","653.4231041422439","14965.98609262555","8655.199192096781","{""2015-10-27"": {""photo_lnk"": ""https://akvoflow-55.s3.amazonaws.com/images/30846d3b-a30a-4d19-b2ff-b736866c3c0f.jpg"", ""source"": ""Federal Ministry of Water Resources, Nigeria"", ""status_id"": ""Yes"", ""water_source_clean"": ""Borehole"", ""water_tech_clean"": ""Mechanized Pump""}}",,"12772","28407","0.4496074911113458","12.772","1000","False","2520","45.188062121168116","true","278980","1","NGA","Nigeria","Improved Tube well or borehole","Motorised","Functional (and in use)","Udu",,,"Delta","POINT (5.86949 5.4539233)",,"(5.4539233°, 5.86949°)",,"https://catalog.waterpointdata.org/datafiles/federal-ministry-of-water-resources-nigeria-5efb3667.xlsx","#status_id, #water_source, #pay, #status, #management","1","2020-06-30T12:56:07.000","2020-06-30T12:56:07.000"
